GEOID10,pop,sldl_2000,sldl_2013,sldu_2000,cd_2003,sldl_2010,sldu_2013,sldu_2010
100010401001000,77,029,011,015,0,008,015,015
100010401001001,294,029,011,015,0,008,015,015
100010401001002,20,029,011,015,0,008,015,015
100010401001003,91,029,011,015,0,008,015,015
100010401001004,53,029,011,015,0,008,015,015
100010401001005,6,029,011,015,0,008,015,015
100010401001006,50,029,011,015,0,008,015,015
100010401001007,0,029,011,015,0,008,015,015
100010401001008,0,029,011,015,0,008,015,015
100010401001009,21,029,011,015,0,008,015,015
100010401001010,294,029,011,015,0,029,015,015
100010401001011,19,029,011,015,0,029,015,015
100010401001012,0,029,011,015,0,029,015,015
100010401001013,23,029,011,015,0,029,015,015
100010401001014,42,029,011,015,0,029,015,015
100010401001015,0,029,011,015,0,029,015,015
100010401001016,4,029,011,015,0,029,015,015
100010401001017,0,029,011,015,0,029,015,015
100010401001018,5,029,011,015,0,029,015,015
100010401001019,30,029,011,015,0,029,015,015
100010401001020,57,029,011,015,0,029,015,015
100010401001021,39,029,011,015,0,029,015,015
100010401001022,43,029,011,015,0,029,015,015
100010401001023,44,029,011,015,0,029,015,015
100010401001024,3,029,011,015,0,029,015,015
100010401001025,45,029,011,015,0,029,015,015
100010401001026,5,029,011,015,0,029,015,015
100010401001027,188,029,011,015,0,008,015,015
100010401001028,370,029,011,015,0,008,015,015
100010401001029,0,029,011,015,0,008,015,015
100010401001030,117,029,011,015,0,029,015,015
100010401001031,63,029,011,015,0,029,015,015
100010401001032,13,029,011,015,0,029,015,015
100010401001033,0,029,011,015,0,029,015,015
100010401001034,103,029,011,015,0,029,015,015
100010401001035,20,029,011,015,0,029,015,015
100010401001036,232,029,011,015,0,029,015,015
100010401001037,26,029,011,015,0,029,015,015
100010401001038,0,029,011,015,0,029,015,015
100010401001039,48,029,011,015,0,029,015,015
100010401001040,31,029,011,015,0,029,015,015
100010401001041,3,029,011,015,0,029,015,015
100010401001042,15,029,011,015,0,029,015,015
100010401001043,20,029,011,015,0,029,015,015
100010401001044,2,029,011,015,0,029,015,015
100010401001045,121,029,011,015,0,029,015,015
100010401002000,96,029,011,015,0,029,015,015
100010401002001,7,029,011,015,0,029,015,015
100010401002002,31,029,011,015,0,029,015,015
100010401002003,2,029,011,015,0,029,015,015
100010401002004,55,029,011,015,0,029,015,015
100010401002005,94,029,011,015,0,029,015,015
100010401002006,93,029,011,015,0,029,015,015
100010401002007,1,029,011,015,0,029,015,015
100010401002008,15,029,011,015,0,029,015,015
100010401002009,25,029,011,015,0,029,015,015
100010401002010,0,029,011,015,0,029,015,015
100010401002011,56,029,011,015,0,029,015,015
100010401002012,0,029,011,015,0,029,015,015
100010401002013,46,029,011,015,0,029,015,015
100010401002014,9,029,011,015,0,029,015,015
100010401002015,120,029,011,015,0,029,015,015
100010401002016,78,029,011,015,0,029,015,015
100010401002017,78,029,011,015,0,029,015,015
100010401002018,5,029,011,015,0,029,015,015
100010401002019,8,029,011,015,0,029,015,015
100010401002020,72,029,011,015,0,029,015,015
100010401002021,110,029,011,015,0,029,015,015
100010401002022,138,029,011,015,0,029,015,015
100010401002023,33,029,011,015,0,029,015,015
100010401002024,1,029,011,015,0,029,015,015
100010401002025,11,029,011,015,0,029,015,015
100010401002026,10,029,011,015,0,029,015,015
100010401002027,1,029,011,015,0,029,015,015
100010401002028,5,029,011,015,0,029,015,015
100010401002029,7,029,011,015,0,029,015,015
100010401002030,65,029,011,015,0,029,015,015
100010401002031,5,029,011,015,0,029,015,015
100010401002032,34,029,011,015,0,029,015,015
100010401002033,27,029,011,015,0,029,015,015
100010401002034,49,029,011,015,0,029,015,015
100010401002035,409,029,011,015,0,029,015,015
100010401002036,26,029,011,015,0,029,015,015
100010401002037,42,029,011,015,0,029,015,015
100010401002038,115,029,011,015,0,029,015,015
100010401002039,2,029,011,015,0,029,015,015
100010401002040,0,029,011,015,0,029,015,015
100010401002041,0,029,011,015,0,029,015,015
100010401002042,7,029,011,015,0,029,015,015
100010401002043,16,029,011,015,0,029,015,015
100010401002044,63,029,011,015,0,029,015,015
100010401002045,41,029,011,015,0,029,015,015
100010401002046,43,029,011,015,0,029,015,015
100010401002047,15,029,011,015,0,029,015,015
100010401002048,6,029,011,015,0,029,015,015
100010401002049,2,029,011,015,0,029,015,015
100010401003000,22,029,029,015,0,029,015,015
100010401003001,161,029,029,015,0,029,015,015
100010401003002,74,029,029,015,0,029,015,015
100010401003003,74,029,011,015,0,029,015,015
100010401003004,53,029,011,015,0,029,015,015
100010401003005,167,029,011,015,0,029,015,015
100010401003006,10,029,011,015,0,029,015,015
100010401003007,4,029,011,015,0,029,015,015
100010401003008,8,029,011,015,0,029,015,015
100010401003009,0,029,011,015,0,029,015,015
100010401003010,144,029,011,015,0,029,015,015
100010401003011,24,029,029,015,0,029,015,015
100010401003012,37,029,011,015,0,029,015,015
100010401003013,17,029,011,015,0,029,015,015
100010401003014,34,029,011,015,0,029,015,015
100010401003015,13,029,011,015,0,029,015,015
100010401003016,55,029,011,015,0,029,015,015
100010401003017,10,029,011,015,0,029,015,015
100010401003018,78,029,011,015,0,029,015,015
100010401003019,0,029,011,015,0,029,015,015
100010401003020,37,029,011,015,0,029,015,015
100010401003021,0,029,011,015,0,029,015,015
100010401003022,85,029,011,015,0,029,015,015
100010401003023,22,029,011,015,0,029,015,015
100010401003024,3,029,011,015,0,029,015,015
100010401003025,0,029,011,015,0,029,015,015
100010401003026,0,029,011,015,0,029,015,015
100010401003027,11,029,011,015,0,029,015,015
100010401003028,47,029,011,015,0,029,015,015
100010401003029,22,029,011,015,0,029,015,015
100010401003030,54,029,011,015,0,029,015,015
100010401003031,14,029,011,015,0,029,015,015
100010401003032,0,029,011,015,0,029,015,015
100010401003033,9,029,011,015,0,029,015,015
100010401003034,32,029,011,015,0,029,015,015
100010401003035,0,029,011,015,0,029,015,015
100010401003036,113,029,011,015,0,029,015,015
100010401003037,50,029,011,015,0,029,015,015
100010401003038,44,029,011,015,0,029,015,015
100010401003039,0,029,011,015,0,029,015,015
100010401003040,33,029,011,015,0,029,015,015
100010401003041,18,029,011,015,0,029,015,015
100010401003042,44,029,011,015,0,029,015,015
100010401003043,31,029,011,015,0,029,015,015
100010401003044,14,029,011,015,0,029,015,015
100010401003045,6,029,011,015,0,029,015,015
100010401003046,24,029,011,015,0,029,015,015
100010401003047,32,029,011,015,0,029,015,015
100010402011000,15,028,028,014,0,008,014,014
100010402011001,3,028,028,014,0,008,014,014
100010402011002,0,028,028,014,0,008,014,014
100010402011003,0,028,028,014,0,008,014,014
100010402011004,5,028,028,014,0,008,014,014
100010402011005,1,028,028,014,0,008,014,014
100010402011006,236,028,028,014,0,008,014,014
100010402011007,0,028,028,014,0,008,014,015
100010402011008,0,028,028,014,0,008,014,014
100010402011009,39,028,028,014,0,008,014,014
100010402011010,30,028,028,014,0,008,014,014
100010402011011,30,028,028,014,0,008,014,014
100010402011012,0,028,028,014,0,008,014,014
100010402011013,187,028,028,014,0,008,014,014
100010402011014,35,028,028,014,0,008,014,014
100010402011015,106,028,028,014,0,008,014,014
100010402011016,18,028,028,014,0,008,014,014
100010402011017,27,028,028,014,0,008,014,014
100010402011018,36,028,028,014,0,008,014,014
100010402011019,5,028,028,014,0,008,014,014
100010402011020,4,028,028,014,0,008,014,014
100010402011021,0,028,028,014,0,008,014,014
100010402011022,34,028,028,014,0,008,014,014
100010402011023,56,028,028,014,0,008,014,014
100010402011024,48,028,028,014,0,008,014,014
100010402011025,16,028,028,014,0,008,014,014
100010402011026,19,028,028,014,0,008,014,014
100010402011027,49,028,028,014,0,008,014,014
100010402011028,0,028,028,014,0,008,014,014
100010402011029,22,028,028,015,0,008,014,015
100010402011030,4,028,028,015,0,008,014,015
100010402011031,5,028,028,014,0,008,014,014
100010402011032,20,028,028,014,0,008,014,014
100010402011033,0,028,028,014,0,008,014,014
100010402011034,6,028,028,014,0,008,014,014
100010402011035,8,028,028,014,0,008,014,014
100010402011036,28,028,028,014,0,008,014,014
100010402011037,56,028,028,014,0,008,014,014
100010402011038,19,028,028,014,0,008,014,014
100010402011039,5,028,028,014,0,008,014,014
100010402011040,17,028,028,014,0,008,014,014
100010402011041,5,028,028,014,0,008,014,015
100010402011042,75,028,028,014,0,008,014,015
100010402011043,6,028,028,014,0,008,014,015
100010402011044,0,028,028,014,0,008,014,015
100010402011045,0,028,028,014,0,008,014,015
100010402011046,0,028,028,014,0,008,014,015
100010402011047,0,028,028,014,0,008,014,015
100010402011048,36,028,028,014,0,008,014,015
100010402011049,28,028,028,014,0,008,014,015
100010402011050,0,028,028,014,0,008,014,015
100010402011051,0,028,028,014,0,008,014,015
100010402011052,0,028,028,014,0,008,014,015
100010402011053,29,028,028,014,0,008,014,014
100010402011054,8,029,029,015,0,008,015,015
100010402011055,0,029,029,015,0,008,015,015
100010402011056,0,029,029,015,0,008,015,015
100010402011057,0,029,029,015,0,008,015,015
100010402011058,0,029,029,015,0,008,015,015
100010402011059,0,029,029,015,0,008,015,015
100010402011060,2,029,029,015,0,008,015,015
100010402011061,45,028,028,014,0,008,014,014
100010402011062,10,028,028,014,0,008,014,014
100010402011063,56,028,028,014,0,008,014,014
100010402011064,30,028,028,014,0,008,014,014
100010402011065,27,028,028,014,0,008,014,014
100010402011066,8,028,028,014,0,008,014,014
100010402011067,53,028,028,014,0,008,014,014
100010402011068,22,028,028,014,0,008,014,014
100010402011069,59,028,028,014,0,008,014,014
100010402011070,6,028,028,014,0,008,014,014
100010402011071,204,029,029,015,0,029,015,015
100010402011072,8,029,029,015,0,029,015,015
100010402011073,134,029,029,015,0,029,015,015
100010402011074,0,029,029,015,0,029,015,015
100010402011075,5,029,029,015,0,029,015,015
100010402011076,58,029,029,015,0,029,015,015
100010402011077,63,029,029,015,0,029,015,015
100010402011078,0,029,029,015,0,029,015,015
100010402011079,0,029,029,015,0,029,015,015
100010402011080,30,028,028,014,0,008,014,014
100010402011081,46,028,028,014,0,008,014,014
100010402011082,11,028,028,014,0,008,014,014
100010402011083,90,028,029,014,0,008,015,015
100010402011084,0,028,028,014,0,008,014,014
100010402011085,121,028,029,014,0,008,015,015
100010402011086,0,028,028,014,0,008,014,015
100010402011087,88,028,029,014,0,008,015,015
100010402011088,33,028,029,014,0,008,015,015
100010402011089,17,028,029,014,0,008,015,015
100010402011090,5,028,028,014,0,008,014,014
100010402011091,0,028,028,015,0,008,014,015
100010402011092,7,028,028,014,0,008,014,014
100010402011093,3,028,028,014,0,008,014,014
100010402011094,9,028,028,014,0,008,014,014
100010402011095,0,028,028,014,0,008,014,015
100010402011096,0,029,029,015,0,029,015,015
100010402011097,0,029,029,015,0,029,015,015
100010402011098,0,029,029,015,0,008,015,015
100010402011099,2,029,029,015,0,029,015,015
100010402011100,38,029,029,015,0,029,015,015
100010402012000,31,028,028,014,0,028,014,014
100010402012001,0,028,028,014,0,028,014,014
100010402012002,214,028,028,014,0,028,014,014
100010402012003,168,028,028,014,0,028,014,014
100010402012004,88,028,028,014,0,028,014,014
100010402012005,202,028,028,014,0,028,014,014
100010402012006,35,028,028,014,0,028,014,014
100010402012007,133,028,028,014,0,028,014,014
100010402012008,96,028,028,014,0,028,014,014
100010402012009,179,028,028,014,0,028,014,014
100010402012010,9,028,028,014,0,028,014,014
100010402012011,0,028,028,014,0,028,014,014
100010402012012,1,028,028,014,0,028,014,014
100010402012013,23,028,028,014,0,028,014,014
100010402012014,27,028,028,014,0,028,014,014
100010402012015,29,028,028,014,0,028,014,014
100010402012016,40,028,028,014,0,028,014,014
100010402012017,8,028,028,014,0,028,014,014
100010402012018,0,028,028,014,0,028,014,014
100010402012019,90,028,028,014,0,028,014,014
100010402012020,50,028,028,014,0,028,014,014
100010402012021,32,028,028,014,0,028,014,014
100010402012022,51,028,028,014,0,028,014,014
100010402012023,32,028,028,014,0,028,014,014
100010402012024,37,028,028,014,0,028,014,014
100010402012025,16,028,028,014,0,028,014,014
100010402012026,7,028,028,014,0,028,014,014
100010402012027,26,028,028,014,0,028,014,014
100010402012028,26,028,028,014,0,028,014,014
100010402012029,48,028,028,014,0,028,014,014
100010402012030,6,028,028,014,0,028,014,014
100010402012031,11,028,028,014,0,028,014,014
100010402012032,16,028,028,014,0,028,014,014
100010402012033,35,028,028,014,0,028,014,014
100010402012034,34,028,028,014,0,028,014,014
100010402012035,19,028,028,014,0,028,014,014
100010402012036,9,028,028,014,0,028,014,014
100010402012037,21,028,028,014,0,028,014,014
100010402012038,36,028,028,014,0,028,014,014
100010402012039,94,028,028,014,0,028,014,014
100010402012040,0,028,028,014,0,028,014,014
100010402012041,54,028,028,015,0,028,014,015
100010402012042,26,028,028,015,0,028,014,015
100010402012043,36,028,028,015,0,028,014,015
100010402012044,85,028,028,015,0,028,014,015
100010402012045,3,028,028,015,0,028,014,015
100010402012046,0,028,028,015,0,028,014,015
100010402012047,0,028,028,015,0,028,014,015
100010402012048,8,028,028,015,0,028,014,015
100010402012049,32,028,028,014,0,028,014,014
100010402012050,23,028,028,014,0,028,014,014
100010402012051,29,028,028,014,0,028,014,014
100010402012052,41,028,028,014,0,028,014,014
100010402012053,47,028,028,014,0,028,014,014
100010402012054,0,028,028,015,0,028,014,015
100010402012055,12,028,028,015,0,028,014,015
100010402012056,0,028,028,015,0,028,014,015
100010402012057,0,028,028,015,0,028,014,015
100010402012058,0,028,028,015,0,008,014,015
100010402021000,2,028,028,014,0,028,014,014
100010402021001,77,028,028,014,0,028,014,014
100010402021002,9,028,028,014,0,028,014,014
100010402021003,8,028,028,014,0,028,014,014
100010402021004,38,028,028,014,0,028,014,014
100010402021005,2,028,028,014,0,028,014,014
100010402021006,6,028,028,014,0,028,014,014
100010402021007,5,028,028,014,0,028,014,014
100010402021008,30,028,028,014,0,028,014,014
100010402021009,46,028,028,014,0,028,014,014
100010402021010,71,028,028,014,0,028,014,014
100010402021011,44,028,028,014,0,028,014,014
100010402021012,24,028,028,014,0,028,014,014
100010402021013,17,028,028,014,0,028,014,014
100010402021014,15,028,028,014,0,028,014,014
100010402021015,46,028,028,014,0,028,014,014
100010402021016,27,028,028,014,0,028,014,014
100010402021017,15,028,028,014,0,028,014,014
100010402021018,27,028,028,014,0,028,014,014
100010402021019,37,028,028,014,0,028,014,014
100010402021020,34,028,028,014,0,028,014,014
100010402021021,28,028,028,014,0,028,014,014
100010402021022,24,028,028,014,0,028,014,014
100010402021023,10,028,028,014,0,028,014,014
100010402021024,6,028,028,014,0,028,014,014
100010402021025,11,028,028,014,0,028,014,014
100010402021026,19,028,028,014,0,028,014,014
100010402021027,29,028,028,014,0,028,014,014
100010402021028,29,028,028,014,0,028,014,014
100010402021029,25,028,028,014,0,028,014,014
100010402021030,177,028,028,014,0,028,014,014
100010402021031,1,028,028,014,0,028,014,014
100010402021032,11,028,028,014,0,028,014,014
100010402021033,21,028,028,014,0,028,014,014
100010402021034,17,028,028,014,0,028,014,014
100010402021035,38,028,028,014,0,028,014,014
100010402021036,13,028,028,014,0,028,014,014
100010402021037,2,028,028,014,0,028,014,014
100010402021038,7,028,028,014,0,028,014,014
100010402021039,31,028,028,014,0,028,014,014
100010402021040,9,028,028,014,0,028,014,014
100010402021041,19,028,028,014,0,028,014,014
100010402021042,0,028,028,014,0,028,014,014
100010402021043,10,028,028,014,0,028,014,014
100010402021044,36,028,028,014,0,028,014,014
100010402021045,37,028,028,014,0,028,014,014
100010402021046,0,028,028,015,0,028,014,015
100010402021047,0,028,028,015,0,028,014,014
100010402021048,203,028,028,015,0,028,014,015
100010402021049,0,028,028,015,0,028,014,015
100010402021050,0,028,028,014,0,028,014,014
100010402021051,7,028,028,015,0,028,014,015
100010402021052,0,028,028,015,0,028,014,015
100010402021053,0,028,028,015,0,028,014,015
100010402021054,22,028,028,015,0,028,014,015
100010402021055,41,028,029,015,0,029,014,015
100010402021056,184,028,029,014,0,028,014,014
100010402021057,42,028,029,014,0,028,014,014
100010402021058,85,028,028,014,0,028,014,014
100010402021059,0,028,028,015,0,028,014,015
100010402021060,0,028,028,015,0,028,014,015
100010402021061,2,028,028,015,0,028,014,015
100010402021062,10,028,028,014,0,028,014,014
100010402021063,20,028,028,014,0,028,014,014
100010402021064,14,028,028,015,0,028,014,015
100010402021065,2,028,028,015,0,028,014,015
100010402021066,13,028,028,015,0,028,014,015
100010402021067,18,028,028,015,0,028,014,015
100010402021068,8,028,028,014,0,028,014,014
100010402021069,0,028,028,014,0,028,014,014
100010402021070,33,028,028,014,0,028,014,014
100010402021071,0,028,028,014,0,028,014,014
100010402021072,17,028,028,014,0,028,014,014
100010402021073,0,028,028,015,0,028,014,015
100010402021074,5,028,028,015,0,028,014,014
100010402021075,16,028,028,015,0,028,014,015
100010402021076,11,028,028,015,0,028,014,015
100010402021077,34,028,028,015,0,028,014,015
100010402021078,26,028,028,015,0,028,014,015
100010402021079,31,028,028,015,0,028,014,015
100010402021080,34,028,028,015,0,028,014,015
100010402021081,18,028,028,015,0,028,014,015
100010402021082,45,028,028,014,0,028,014,014
100010402021083,62,028,028,014,0,028,014,014
100010402021084,0,028,028,015,0,028,014,015
100010402021085,8,028,028,015,0,028,014,015
100010402021086,37,028,028,015,0,028,014,015
100010402021087,29,028,028,015,0,028,014,015
100010402021088,1,028,028,015,0,028,014,015
100010402021089,0,028,028,015,0,028,014,015
100010402021090,0,028,028,015,0,028,014,015
100010402021091,212,028,028,014,0,028,014,014
100010402021092,24,028,028,014,0,028,014,014
100010402021093,52,028,028,014,0,028,014,014
100010402021094,16,028,028,015,0,028,014,015
100010402021095,29,028,028,014,0,028,014,014
100010402021096,2,028,028,015,0,028,014,015
100010402021097,26,028,028,015,0,028,014,015
100010402021098,23,028,028,015,0,028,014,015
100010402021099,0,028,028,015,0,028,014,015
100010402021100,1,028,029,015,0,029,014,015
100010402021101,91,028,029,015,0,029,014,015
100010402021102,48,028,028,015,0,028,014,015
100010402021103,0,028,028,015,0,028,014,015
100010402021104,9,028,028,015,0,028,014,015
100010402021105,0,028,028,015,0,028,014,015
100010402021106,50,028,029,015,0,029,015,015
100010402021107,37,028,029,015,0,029,014,015
100010402021108,240,029,029,015,0,029,015,015
100010402021109,19,028,029,015,0,029,015,015
100010402021110,0,028,029,015,0,029,015,015
100010402021111,27,028,029,015,0,029,015,015
100010402021112,0,028,029,015,0,029,015,015
100010402021113,243,029,029,015,0,029,015,015
100010402021114,0,028,029,015,0,029,015,015
100010402021115,8,028,029,015,0,029,015,015
100010402021116,19,028,029,015,0,029,015,015
100010402021117,4,028,029,015,0,028,014,015
100010402021118,0,028,029,015,0,028,014,015
100010402021119,12,028,029,015,0,028,014,015
100010402021120,77,028,029,015,0,028,014,015
100010402021121,3,028,029,015,0,028,014,015
100010402021122,11,028,029,015,0,028,014,015
100010402021123,25,028,029,015,0,028,014,015
100010402021124,24,028,029,015,0,028,014,015
100010402021125,22,028,029,015,0,028,014,015
100010402021126,31,029,029,015,0,029,015,015
100010402021127,10,029,029,015,0,029,015,015
100010402021128,0,029,029,015,0,029,015,015
100010402021129,81,029,029,015,0,029,015,015
100010402021130,13,029,029,015,0,029,015,015
100010402021131,52,029,029,015,0,029,015,015
100010402021132,29,029,029,015,0,029,015,015
100010402021133,146,029,029,015,0,029,015,015
100010402021134,56,029,029,015,0,029,015,015
100010402021135,17,029,029,015,0,029,015,015
100010402021136,23,029,029,015,0,029,015,015
100010402021137,40,029,029,015,0,029,015,015
100010402021138,6,029,029,015,0,029,015,015
100010402021139,23,029,029,015,0,029,015,015
100010402021140,14,029,029,015,0,029,015,015
100010402021141,0,029,029,015,0,029,015,015
100010402021142,0,029,029,015,0,029,015,015
100010402021143,6,029,029,015,0,029,015,015
100010402021144,6,029,029,015,0,029,015,015
100010402021145,13,029,029,015,0,029,015,015
100010402021146,0,029,029,015,0,029,015,015
100010402021147,4,029,029,015,0,029,015,015
100010402021148,0,029,029,015,0,029,015,015
100010402021149,8,029,029,015,0,029,015,015
100010402021150,66,029,029,015,0,029,015,015
100010402021151,36,029,029,015,0,029,015,015
100010402021152,16,029,029,015,0,029,015,015
100010402021153,25,029,029,015,0,029,015,015
100010402021154,46,029,029,015,0,029,015,015
100010402021155,8,029,029,015,0,029,015,015
100010402021156,4,029,029,015,0,029,015,015
100010402021157,54,029,029,015,0,029,015,015
100010402021158,48,028,029,015,0,029,015,015
100010402021159,13,028,028,015,0,028,014,015
100010402021160,0,028,028,015,0,028,014,014
100010402021161,18,028,028,014,0,028,014,014
100010402021162,10,028,028,014,0,028,014,014
100010402021163,9,028,028,014,0,028,014,014
100010402021164,0,028,028,014,0,028,014,014
100010402021165,8,028,028,014,0,028,014,014
100010402021166,3,028,028,014,0,028,014,014
100010402021167,5,028,028,014,0,028,014,014
100010402021168,10,028,028,014,0,028,014,014
100010402021169,7,028,028,014,0,028,014,014
100010402021170,0,029,029,015,0,029,015,015
100010402021171,2,028,029,014,0,028,014,014
100010402021172,29,028,029,015,0,029,015,015
100010402021173,15,028,029,015,0,029,015,015
100010402021174,30,028,029,015,0,029,015,015
100010402021175,0,028,028,015,0,028,014,015
100010402022000,4,028,028,015,0,028,014,015
100010402022001,0,028,028,015,0,028,014,015
100010402022002,37,028,028,015,0,028,014,015
100010402022003,61,028,028,015,0,028,014,015
100010402022004,154,028,028,015,0,028,014,015
100010402022005,43,028,028,015,0,028,014,015
100010402022006,59,028,028,015,0,028,014,015
100010402022007,0,028,028,015,0,028,014,015
100010402022008,5,028,028,015,0,028,014,015
100010402022009,0,028,028,015,0,028,014,015
100010402022010,42,028,028,015,0,028,014,015
100010402022011,15,028,028,015,0,028,014,015
100010402022012,0,028,028,015,0,028,014,015
100010402022013,14,028,028,015,0,028,014,015
100010402022014,24,028,028,015,0,028,014,015
100010402022015,0,028,028,015,0,028,014,015
100010402022016,0,028,028,015,0,028,014,015
100010402022017,27,028,028,015,0,028,014,015
100010402022018,203,028,028,015,0,028,015,015
100010402022019,133,028,028,015,0,028,015,015
100010402022020,24,028,028,015,0,028,015,015
100010402022021,94,028,028,015,0,028,015,015
100010402022022,68,028,028,015,0,028,015,015
100010402022023,0,028,028,015,0,028,014,015
100010402022024,22,028,028,015,0,028,015,015
100010402022025,3,028,028,015,0,028,015,015
100010402022026,32,028,028,015,0,028,015,015
100010402022027,187,028,028,015,0,028,015,015
100010402022028,5,028,028,015,0,028,015,015
100010402022029,31,028,028,015,0,028,015,015
100010402022030,30,028,028,015,0,028,015,015
100010402022031,59,028,028,015,0,028,015,015
100010402022032,59,028,028,015,0,028,015,015
100010402022033,8,028,028,015,0,028,015,015
100010402022034,71,028,028,015,0,028,015,015
100010402022035,0,028,028,015,0,028,015,015
100010402022036,69,028,028,015,0,028,015,015
100010402022037,0,028,028,015,0,028,015,015
100010402022038,0,028,028,015,0,028,015,015
100010402022039,0,028,028,015,0,028,015,015
100010402022040,0,028,028,015,0,028,015,015
100010402022041,113,028,028,015,0,028,015,015
100010402022042,0,028,028,015,0,028,015,015
100010402022043,0,028,028,015,0,028,015,015
100010402022044,0,028,028,015,0,028,015,015
100010402022045,31,028,028,015,0,028,015,015
100010402022046,0,028,028,015,0,028,015,015
100010402022047,45,028,028,015,0,028,015,015
100010402022048,0,028,028,015,0,028,015,015
100010402022049,12,028,028,015,0,028,015,015
100010402022050,0,028,028,015,0,028,015,015
100010402022051,25,028,028,015,0,028,015,015
100010402022052,564,028,028,015,0,028,015,015
100010402022053,9,028,028,015,0,028,015,015
100010402022054,0,028,028,015,0,028,015,015
100010402022055,0,028,028,015,0,028,015,015
100010402022056,27,028,028,015,0,028,015,015
100010402022057,24,028,028,015,0,028,015,015
100010402022058,11,028,028,015,0,028,015,015
100010402022059,0,028,028,015,0,028,015,015
100010402022060,175,028,028,015,0,028,015,015
100010402022061,4,028,028,015,0,028,015,015
100010402022062,21,028,028,015,0,028,015,015
100010402022063,3,028,028,015,0,028,015,015
100010402022064,0,028,028,015,0,028,015,015
100010402022065,20,028,028,015,0,028,015,015
100010402022066,29,028,028,015,0,028,015,015
100010402022067,25,028,028,015,0,028,015,015
100010402022068,10,028,028,015,0,028,015,015
100010402022069,0,028,028,015,0,028,015,015
100010402022070,16,028,028,015,0,028,015,015
100010402022071,17,028,028,015,0,028,015,015
100010402022072,2,028,028,015,0,028,015,015
100010402022073,0,028,028,015,0,028,015,015
100010402022074,0,028,028,015,0,028,015,015
100010402022075,1,028,028,015,0,028,015,015
100010402022076,34,028,028,015,0,028,015,015
100010402022077,1,029,029,015,0,029,015,015
100010402022078,616,029,029,015,0,029,015,015
100010402022079,0,029,029,015,0,029,015,015
100010402022080,0,029,029,015,0,029,015,015
100010402022081,2,029,029,015,0,029,015,015
100010402022082,3,029,029,015,0,029,015,015
100010402022083,36,029,029,015,0,029,015,015
100010402022084,0,029,029,015,0,029,015,015
100010402022085,98,029,029,015,0,029,015,015
100010402022086,10,029,029,015,0,029,015,015
100010402022087,26,029,029,015,0,029,015,015
100010402022088,72,029,029,015,0,029,015,015
100010402022089,13,029,029,015,0,029,015,015
100010402022090,9,029,029,015,0,029,015,015
100010402022091,70,029,029,015,0,029,015,015
100010402022092,0,029,029,015,0,029,015,015
100010402022093,0,029,029,015,0,029,015,015
100010402022094,57,029,029,015,0,029,015,015
100010402022095,80,029,029,015,0,029,015,015
100010402022096,34,029,029,015,0,029,015,015
100010402022097,0,029,029,015,0,029,015,015
100010402022098,28,029,029,015,0,029,015,015
100010402022099,22,029,029,015,0,029,015,015
100010402022100,70,029,029,015,0,029,015,015
100010402022101,0,029,029,015,0,029,015,015
100010402022102,0,029,029,015,0,029,015,015
100010402022103,0,029,029,015,0,029,015,015
100010402022104,0,029,029,015,0,029,015,015
100010402022105,0,029,029,015,0,029,015,015
100010402022106,6,029,029,015,0,029,015,015
100010402022107,44,029,029,015,0,029,015,015
100010402022108,0,029,029,015,0,029,015,015
100010402022109,0,029,029,015,0,029,015,015
100010402022110,0,029,029,015,0,029,015,015
100010402022111,0,029,029,015,0,029,015,015
100010402022112,0,029,029,015,0,029,015,015
100010402022113,0,029,029,015,0,029,015,015
100010402022114,0,029,029,015,0,029,015,015
100010402022115,0,029,029,015,0,029,015,015
100010402022116,0,029,029,015,0,029,015,015
100010402022117,6,029,029,015,0,029,015,015
100010402022118,17,029,029,015,0,029,015,015
100010402022119,0,029,029,015,0,029,015,015
100010402022120,3,029,029,015,0,029,015,015
100010402022121,161,029,029,015,0,029,015,015
100010402022122,0,029,029,015,0,029,015,015
100010402022123,21,029,029,015,0,029,015,015
100010402022124,0,029,029,015,0,029,015,015
100010402022125,104,029,029,015,0,029,015,015
100010402022126,83,029,029,015,0,029,015,015
100010402022127,125,029,029,015,0,029,015,015
100010402022128,0,029,029,015,0,029,015,015
100010402022129,34,029,029,015,0,029,015,015
100010402022130,73,029,029,015,0,029,015,015
100010402022131,2,029,029,015,0,029,015,015
100010402022132,2,029,029,015,0,029,015,015
100010402022133,11,029,029,015,0,029,015,015
100010402022134,4,029,029,015,0,029,015,015
100010402022135,0,029,029,015,0,029,015,015
100010402022136,11,029,029,015,0,029,015,015
100010402022137,0,029,029,015,0,029,015,015
100010402022138,0,029,029,015,0,029,015,015
100010402022139,12,029,029,015,0,029,015,015
100010402022140,2,029,029,015,0,029,015,015
100010402022141,3,029,029,015,0,029,015,015
100010402022142,12,029,029,015,0,029,015,015
100010402022143,0,029,029,015,0,029,015,015
100010402022144,25,029,029,015,0,029,015,015
100010402022145,143,029,029,015,0,029,015,015
100010402022146,38,029,029,015,0,029,015,015
100010402022147,0,029,029,015,0,029,015,015
100010402022148,0,029,029,015,0,029,015,015
100010402022149,0,029,029,015,0,029,015,015
100010402022150,0,029,029,015,0,029,015,015
100010402022151,7,029,029,015,0,029,015,015
100010402022152,0,029,029,015,0,029,015,015
