GEOID10,pop,sldl_2017,sldl_2000,sldu_2017,sldu_2000,sldl_2013,sldu_2018,sldl_2018,cd_2003,sldu_2014,sldl_2010,sldl_2014,sldu_2013,sldu_2010,sldl_2015
020130001001110,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002079,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002095,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001122,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002166,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002191,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001284,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002167,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002037,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002177,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002253,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002215,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002309,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002113,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001283,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002227,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002254,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002111,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002228,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002070,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002400,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002096,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003125,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002029,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003148,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003244,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002058,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002030,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002112,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003151,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002389,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002287,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002071,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002117,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001164,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001124,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001154,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001106,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001136,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001092,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001051,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001031,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001287,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001103,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002255,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002111,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002256,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002104,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002160,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002219,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002038,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002048,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002171,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002044,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002254,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002186,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002253,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002259,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002147,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002258,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002199,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002089,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002072,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002204,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002067,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002079,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002250,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002080,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002224,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002081,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002227,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002042,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002057,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002073,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002068,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002059,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002052,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002347,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001246,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001170,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001127,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001045,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002035,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002388,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003219,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003017,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001205,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001195,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001183,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002036,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002055,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002048,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002301,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002299,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002056,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002165,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001128,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002057,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001190,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001145,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001177,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001443,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002085,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001120,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002078,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001146,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001036,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002303,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003011,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003176,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001039,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001121,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001182,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002190,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002176,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001129,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001130,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001046,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002214,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002110,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001155,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001144,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001215,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001008,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001070,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001056,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001066,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001088,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001077,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001084,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001325,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001346,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001351,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001172,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001156,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001173,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002224,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002212,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002264,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002359,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002265,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002307,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002251,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002003,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001427,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001401,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001412,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001437,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001409,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001436,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001433,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001428,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001405,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002184,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003153,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003160,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003207,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003165,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002045,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002252,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003172,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003140,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003139,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003161,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003162,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003155,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003173,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003117,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003147,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002041,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002093,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002053,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002099,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002028,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002034,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002107,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001326,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002286,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001231,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001270,30,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001037,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001262,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001312,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001024,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001279,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001242,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001036,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001238,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001822,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001015,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001253,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001012,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001709,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001677,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001678,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001571,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001237,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001572,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001065,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001623,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002030,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002165,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002095,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001039,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002018,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002284,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001826,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001215,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002273,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001038,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001036,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001070,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001021,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001016,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001022,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001023,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001007,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001017,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002130,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001042,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002001044,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160002002131,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003167,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003178,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003174,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003159,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003144,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003150,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003130,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003145,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003131,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003134,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003129,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003177,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003246,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003121,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003019,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001237,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001253,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002156,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001248,4,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001260,3,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001257,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002383,13,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002152,13,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001228,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002137,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002159,3,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002138,2,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002122,16,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002134,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002158,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002155,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002129,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002153,4,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002126,1,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002130,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002157,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003196,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003197,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001371,29,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003195,400,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003201,98,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003136,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001354,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001375,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003142,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002312,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002313,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003141,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002393,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002314,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002174,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003137,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001321,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001314,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002225,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002351,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001388,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001389,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001206,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002378,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002324,1,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002319,22,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001002246,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001363,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001193,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001199,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003206,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001200,11,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003200,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003199,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003209,21,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001003211,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001229,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001221,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001439,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001218,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020130001001083,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001785,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001837,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001520,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001515,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001511,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001517,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001512,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001523,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001674,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001525,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001666,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001521,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001524,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001518,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001808,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001807,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001804,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001802,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001801,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001391,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001396,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001397,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001004,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
020160001001377,0,037,040,00S,T,037,00S,037,0.0,00S,037,037,00S,00S,037
