GEOID10,pop,sldl_2000,sldl_2016,cd_2013,sldu_2000,sldl_2013,sldl_2018,cd_2003,sldl_2010,sldu_2013,sldu_2016,sldu_2010
440010301001000,23,087,066,001,044,066,066,001,066,032,032,009
440010301001001,17,087,066,001,044,066,066,001,066,032,032,009
440010301001002,8,087,066,001,044,066,066,001,066,032,032,009
440010301001003,28,087,066,001,044,066,066,001,066,032,032,009
440010301001004,18,087,066,001,044,066,066,001,066,032,032,009
440010301001005,13,087,066,001,044,066,066,001,066,032,032,009
440010301001006,28,087,066,001,044,066,066,001,066,032,032,009
440010301001007,23,087,066,001,044,066,066,001,066,032,032,009
440010301001008,161,087,066,001,044,066,066,001,066,032,032,009
440010301001009,15,087,066,001,044,066,066,001,066,032,032,009
440010301001010,7,087,066,001,044,066,066,001,066,032,032,009
440010301001011,0,087,066,001,044,066,066,001,066,032,032,009
440010301001012,0,087,066,001,044,066,066,001,066,032,032,009
440010301001013,502,087,066,001,044,066,066,001,066,032,032,009
440010301001014,30,087,066,001,044,066,066,001,066,032,032,009
440010301001015,24,087,066,001,044,066,066,001,066,032,032,009
440010301001016,32,087,066,001,044,066,066,001,066,032,032,009
440010301001017,22,087,066,001,044,066,066,001,066,032,032,009
440010301001018,16,087,066,001,044,066,066,001,066,032,032,009
440010301001019,25,087,066,001,044,066,066,001,066,032,032,009
440010301001020,29,087,066,001,044,066,066,001,066,032,032,009
440010301001021,15,087,066,001,044,066,066,001,066,032,032,009
440010301001022,25,087,066,001,044,066,066,001,066,032,032,009
440010301001023,39,087,066,001,044,066,066,001,066,032,032,009
440010301001024,35,087,066,001,044,066,066,001,066,032,032,009
440010301001025,19,087,066,001,044,066,066,001,066,032,032,009
440010301001026,26,087,066,001,044,066,066,001,066,032,032,009
440010301001027,11,087,066,001,044,066,066,001,066,032,032,009
440010301001028,28,087,066,001,044,066,066,001,066,032,032,009
440010301001029,23,087,066,001,044,066,066,001,066,032,032,009
440010301001030,28,087,066,001,044,066,066,001,066,032,032,009
440010301001031,57,087,066,001,044,066,066,001,066,032,032,009
440010301001032,15,087,066,001,044,066,066,001,066,032,032,009
440010301001033,0,087,066,001,044,066,066,001,066,032,032,009
440010301001034,24,087,066,001,044,066,066,001,066,032,032,009
440010301001035,0,087,066,001,044,066,066,001,066,032,032,009
440010301001036,126,087,066,001,044,066,066,001,066,032,032,009
440010301002000,281,088,066,001,044,066,066,001,066,032,032,009
440010301002001,33,088,066,001,044,066,066,001,066,032,032,009
440010301002002,19,088,066,001,044,066,066,001,066,032,032,009
440010301002003,26,088,066,001,044,066,066,001,066,032,032,009
440010301002004,19,088,066,001,044,066,066,001,066,032,032,009
440010301002005,27,088,066,001,044,066,066,001,066,032,032,009
440010301002006,36,088,066,001,044,066,066,001,066,032,032,009
440010301002007,29,088,066,001,044,066,066,001,066,032,032,009
440010301002008,30,088,066,001,044,066,066,001,066,032,032,009
440010301002009,13,088,066,001,044,066,066,001,066,032,032,009
440010301002010,31,088,066,001,044,066,066,001,066,032,032,009
440010301002011,0,088,066,001,044,066,066,001,066,032,032,009
440010301002012,16,088,066,001,044,066,066,001,066,032,032,009
440010301002013,48,088,066,001,044,066,066,001,066,032,032,009
440010301002014,29,088,066,001,044,066,066,001,066,032,032,009
440010301002015,39,088,066,001,044,066,066,001,066,032,032,009
440010301002016,42,088,066,001,044,066,066,001,066,032,032,009
440010301002017,20,088,066,001,044,066,066,001,066,032,032,009
440010301002018,9,088,066,001,044,066,066,001,066,032,032,009
440010301002019,41,088,066,001,044,066,066,001,066,032,032,009
440010301002020,0,088,066,001,044,066,066,001,066,032,032,009
440010301002021,94,088,066,001,044,066,066,001,066,032,032,009
440010301002022,0,088,066,001,044,066,066,001,066,032,032,009
440010301003000,279,088,066,001,044,066,066,001,066,032,032,009
440010301003001,46,088,066,001,044,066,066,001,066,032,032,009
440010301003002,19,088,066,001,044,066,066,001,066,032,032,009
440010301003003,26,088,066,001,044,066,066,001,066,032,032,009
440010301003004,28,088,066,001,044,066,066,001,066,032,032,009
440010301003005,35,088,066,001,044,066,066,001,066,032,032,009
440010301003006,40,088,066,001,044,066,066,001,066,032,032,009
440010301003007,13,088,066,001,044,066,066,001,066,032,032,009
440010301003008,24,088,066,001,044,066,066,001,066,032,032,009
440010301003009,11,088,066,001,044,066,066,001,066,032,032,009
440010301003010,47,088,066,001,044,066,066,001,066,032,032,009
440010301003011,71,088,066,001,044,066,066,001,066,032,032,009
440010301003012,22,088,066,001,044,066,066,001,066,032,032,009
440010301003013,47,088,066,001,044,066,066,001,066,032,032,009
440010301003014,43,088,066,001,044,066,066,001,066,032,032,009
440010301003015,43,088,066,001,044,066,066,001,066,032,032,009
440010301003016,37,088,066,001,044,066,066,001,066,032,032,009
440010301003017,172,088,066,001,044,066,066,001,066,032,032,009
440010301003018,13,088,066,001,044,066,066,001,066,032,032,009
440010301003019,30,088,066,001,044,066,066,001,066,032,032,009
440010301003020,23,088,066,001,044,066,066,001,066,032,032,009
440010301003021,0,088,066,001,044,066,066,001,066,032,032,009
440010301003022,22,088,066,001,044,066,066,001,066,032,032,009
440010301003023,21,088,066,001,044,066,066,001,066,032,032,009
440010301003024,23,088,066,001,044,066,066,001,066,032,032,009
440010301003025,22,088,066,001,044,066,066,001,066,032,032,009
440010301003026,16,088,066,001,044,066,066,001,066,032,032,009
440010301003027,6,088,066,001,044,066,066,001,066,032,032,009
440010301003028,27,088,066,001,044,066,066,001,066,032,032,009
440010301003029,16,088,066,001,044,066,066,001,066,032,032,009
440010301003030,0,088,066,001,044,066,066,001,066,032,032,009
440010301003031,0,088,066,001,044,066,066,001,066,032,032,009
440010301003032,0,088,066,001,044,066,066,001,066,032,032,009
440010301004000,34,087,066,001,044,066,066,001,066,032,032,009
440010301004001,19,087,066,001,044,066,066,001,066,032,032,009
440010301004002,10,087,066,001,044,066,066,001,066,032,032,009
440010301004003,20,087,066,001,044,066,066,001,066,032,032,009
440010301004004,38,087,066,001,044,066,066,001,066,032,032,009
440010301004005,17,087,066,001,044,066,066,001,066,032,032,009
440010301004006,17,087,066,001,044,066,066,001,066,032,032,009
440010301004007,17,087,066,001,044,066,066,001,066,032,032,009
440010301004008,8,087,066,001,044,066,066,001,066,032,032,009
440010301004009,18,087,066,001,044,066,066,001,066,032,032,009
440010301004010,41,087,066,001,044,066,066,001,066,032,032,009
440010301004011,5,087,066,001,044,066,066,001,066,032,032,009
440010301004012,26,087,066,001,044,066,066,001,066,032,032,009
440010301004013,35,087,066,001,044,066,066,001,066,032,032,009
440010301004014,30,087,066,001,044,066,066,001,066,032,032,009
440010301004015,42,087,066,001,044,066,066,001,066,032,032,009
440010301004016,33,087,066,001,044,066,066,001,066,032,032,009
440010301004017,317,087,066,001,044,066,066,001,066,032,032,009
440010301004018,0,087,066,001,044,066,066,001,066,032,032,009
440010301004019,15,087,066,001,044,066,066,001,066,032,032,009
440010301004020,19,087,066,001,044,066,066,001,066,032,032,009
440010301004021,29,087,066,001,044,066,066,001,066,032,032,009
440010301004022,0,087,066,001,044,066,066,001,066,032,032,009
440010301004023,0,087,066,001,044,066,066,001,066,032,032,009
440010301004024,41,088,066,001,044,066,066,001,066,032,032,009
440010301004025,17,088,066,001,044,066,066,001,066,032,032,009
440010301004026,44,087,066,001,044,066,066,001,066,032,032,009
440010301004027,23,088,066,001,044,066,066,001,066,032,032,009
440010301004028,25,088,066,001,044,066,066,001,066,032,032,009
440010301004029,36,087,066,001,044,066,066,001,066,032,032,009
440010301004030,42,087,066,001,044,066,066,001,066,032,032,009
440010301004031,40,087,066,001,044,066,066,001,066,032,032,009
440010302001000,0,087,067,001,044,067,067,001,066,032,032,009
440010302001001,0,087,067,001,044,067,067,001,066,032,032,009
440010302001002,1,087,066,001,044,066,066,001,066,032,032,009
440010302001003,0,087,066,001,044,066,066,001,066,032,032,009
440010302001004,0,087,066,001,044,066,066,001,066,032,032,009
440010302001005,0,087,066,001,044,066,066,001,066,032,032,009
440010302001006,7,087,066,001,044,066,066,001,066,032,032,009
440010302001007,229,087,066,001,044,066,066,001,066,032,032,009
440010302001008,30,087,066,001,044,066,066,001,066,032,032,009
440010302001009,15,087,066,001,044,066,066,001,066,032,032,009
440010302001010,33,087,066,001,044,066,066,001,066,032,032,009
440010302001011,29,087,066,001,044,066,066,001,066,032,032,009
440010302001012,3,087,066,001,044,066,066,001,066,032,032,009
440010302001013,39,087,066,001,044,066,066,001,066,032,032,009
440010302001014,9,087,066,001,044,066,066,001,066,032,032,009
440010302001015,55,087,066,001,044,066,066,001,066,032,032,009
440010302001016,61,087,066,001,044,066,066,001,066,032,032,009
440010302001017,15,087,066,001,044,066,066,001,066,032,032,009
440010302001018,16,087,066,001,044,066,066,001,066,032,032,009
440010302001019,15,087,066,001,044,066,066,001,066,032,032,009
440010302001020,37,087,066,001,044,066,066,001,066,032,032,009
440010302001021,41,087,066,001,044,066,066,001,066,032,032,009
440010302001022,39,087,066,001,044,066,066,001,066,032,032,009
440010302001023,54,087,066,001,044,066,066,001,066,032,032,009
440010302001024,0,087,066,001,044,066,066,001,066,032,032,009
440010302001025,10,087,066,001,044,066,066,001,066,032,032,009
440010302001026,0,087,066,001,044,066,066,001,066,032,032,009
440010302001027,12,087,066,001,044,066,066,001,066,032,032,009
440010302001028,0,087,066,001,044,066,066,001,066,032,032,009
440010302001029,29,087,066,001,044,066,066,001,066,032,032,009
440010302001030,17,087,066,001,044,066,066,001,066,032,032,009
440010302001031,44,087,066,001,044,066,066,001,066,032,032,009
440010302001032,0,087,066,001,044,066,066,001,066,032,032,009
440010302001033,0,087,066,001,044,066,066,001,066,032,032,009
440010302001034,54,087,066,001,044,066,066,001,066,032,032,009
440010302001035,48,087,066,001,044,066,066,001,066,032,032,009
440010302001036,31,087,066,001,044,066,066,001,066,032,032,009
440010302001037,0,087,066,001,044,066,066,001,066,032,032,009
440010302001038,0,087,066,001,044,066,066,001,066,032,032,009
440010302002000,30,087,066,001,044,066,066,001,066,032,032,009
440010302002001,85,087,066,001,044,066,066,001,066,032,032,009
440010302002002,30,088,066,001,044,066,066,001,066,032,032,009
440010302002003,121,088,066,001,044,066,066,001,066,032,032,009
440010302002004,4,088,066,001,044,066,066,001,066,032,032,009
440010302002005,50,088,066,001,044,066,066,001,066,032,032,009
440010302002006,260,088,066,001,044,066,066,001,067,032,032,009
440010302002007,24,088,066,001,044,066,066,001,067,032,032,009
440010302002008,0,088,066,001,044,066,066,001,067,032,032,009
440010302002009,19,088,066,001,044,066,066,001,067,032,032,009
440010302002010,10,088,067,001,044,067,067,001,067,032,032,009
440010302002011,57,088,066,001,044,066,066,001,067,032,032,009
440010302002012,53,088,066,001,044,066,066,001,067,032,032,009
440010302002013,57,088,066,001,044,066,066,001,067,032,032,009
440010302002014,63,088,066,001,044,066,066,001,067,032,032,009
440010302002015,61,088,066,001,044,066,066,001,067,032,032,009
440010302002016,21,088,066,001,044,066,066,001,067,032,032,009
440010302002017,54,088,067,001,044,067,067,001,067,032,032,009
440010302002018,13,088,066,001,044,066,066,001,067,032,032,009
440010302002019,28,088,066,001,044,066,066,001,067,032,032,009
440010302002020,62,088,066,001,044,066,066,001,067,032,032,009
440010302002021,34,088,066,001,044,066,066,001,067,032,032,009
440010302002022,60,088,066,001,044,066,066,001,067,032,032,009
440010302002023,56,088,066,001,044,066,066,001,067,032,032,009
440010302002024,0,088,066,001,044,066,066,001,066,032,032,009
440010302003000,0,088,067,001,044,067,067,001,067,032,032,009
440010302003001,164,088,067,001,044,067,067,001,067,032,032,009
440010302003002,10,088,067,001,044,067,067,001,067,032,032,009
440010302003003,0,088,067,001,044,067,067,001,067,032,032,009
440010302003004,33,088,067,001,044,067,067,001,067,032,032,009
440010302003005,22,088,067,001,044,067,067,001,067,032,032,009
440010302003006,21,088,067,001,044,067,067,001,067,032,032,009
440010302003007,11,088,067,001,044,067,067,001,067,032,032,009
440010302003008,18,088,067,001,044,067,067,001,067,032,032,009
440010302003009,31,088,067,001,044,067,067,001,067,032,032,009
440010302003010,17,088,067,001,044,067,067,001,067,032,032,009
440010302003011,12,088,067,001,044,067,067,001,067,032,032,009
440010302003012,136,088,067,001,044,067,067,001,067,032,032,009
440010302003013,14,088,067,001,044,067,067,001,067,032,032,009
440010302003014,0,088,067,001,044,067,067,001,067,032,032,009
440010302003015,0,088,067,001,044,067,067,001,067,032,032,009
440010302003016,37,088,067,001,044,067,067,001,067,032,032,009
440010302003017,19,088,067,001,044,067,067,001,067,032,032,009
440010302003018,5,088,067,001,044,067,067,001,067,032,032,009
440010302003019,36,088,067,001,044,067,067,001,067,032,032,009
440010302003020,59,088,067,001,044,067,067,001,067,032,032,009
440010302003021,60,088,067,001,044,067,067,001,067,032,032,009
440010302003022,35,088,067,001,044,067,067,001,067,032,032,009
440010302003023,41,088,067,001,044,067,067,001,067,032,032,009
440010302003024,31,088,066,001,044,066,066,001,067,032,032,009
440010302003025,24,088,066,001,044,066,066,001,067,032,032,009
440010302003026,68,088,066,001,044,066,066,001,067,032,032,009
440010302003027,30,088,066,001,044,066,066,001,067,032,032,009
440010302003028,8,088,066,001,044,066,066,001,066,032,032,009
440010302003029,2,088,066,001,044,066,066,001,066,032,032,009
440010302003030,19,088,067,001,044,067,067,001,067,032,032,009
440010303001000,0,087,067,001,044,067,067,001,067,032,032,009
440010303001001,156,087,067,001,044,067,067,001,066,032,032,009
440010303001002,22,087,067,001,044,067,067,001,066,032,032,009
440010303001003,44,087,067,001,044,067,067,001,066,032,032,009
440010303001004,79,087,067,001,044,067,067,001,066,032,032,009
440010303001005,308,088,067,001,044,067,067,001,067,032,032,009
440010303001006,27,088,067,001,044,067,067,001,067,032,032,009
440010303001007,18,088,067,001,044,067,067,001,067,032,032,009
440010303001008,45,088,067,001,044,067,067,001,067,032,032,009
440010303001009,34,088,067,001,044,067,067,001,067,032,032,009
440010303001010,112,088,067,001,044,067,067,001,067,032,032,009
440010303001011,46,088,067,001,044,067,067,001,067,032,032,009
440010303001012,13,088,067,001,044,067,067,001,067,032,032,009
440010303001013,24,088,067,001,044,067,067,001,067,032,032,009
440010303001014,70,088,067,001,044,067,067,001,067,032,032,009
440010303001015,0,088,067,001,044,067,067,001,067,032,032,009
440010303001016,71,088,067,001,044,067,067,001,067,032,032,009
440010303001017,78,088,067,001,044,067,067,001,067,032,032,009
440010303001018,0,088,067,001,044,067,067,001,067,032,032,009
440010303001019,46,088,067,001,044,067,067,001,067,032,032,009
440010303001020,47,088,067,001,044,067,067,001,067,032,032,009
440010303001021,23,088,067,001,044,067,067,001,067,032,032,009
440010303001022,26,088,067,001,044,067,067,001,067,032,032,009
440010303001023,0,088,067,001,044,067,067,001,067,032,032,009
440010303001024,7,088,067,001,044,067,067,001,067,032,032,009
440010303001025,8,088,067,001,044,067,067,001,067,032,032,009
440010303001026,0,088,067,001,044,067,067,001,067,032,032,009
440010303001027,2,088,067,001,044,067,067,001,067,032,032,009
440010303001028,18,088,067,001,044,067,067,001,067,032,032,009
440010303001029,32,088,067,001,044,067,067,001,067,032,032,009
440010303002000,38,087,067,001,044,067,067,001,066,032,032,009
440010303002001,69,087,067,001,044,067,067,001,066,032,032,009
440010303002002,12,087,067,001,044,067,067,001,066,032,032,009
440010303002003,78,087,067,001,044,067,067,001,066,032,032,009
440010303002004,68,087,067,001,044,067,067,001,066,032,032,009
440010303002005,193,087,067,001,044,067,067,001,066,032,032,009
440010303002006,17,087,067,001,044,067,067,001,066,032,032,009
440010303002007,65,087,067,001,044,067,067,001,066,032,032,009
440010303002008,57,087,067,001,044,067,067,001,066,032,032,009
440010303002009,19,087,067,001,044,067,067,001,066,032,032,009
440010303002010,42,087,067,001,044,067,067,001,066,032,032,009
440010303002011,22,087,067,001,044,067,067,001,066,032,032,009
440010303002012,31,087,067,001,044,067,067,001,066,032,032,009
440010303002013,64,087,067,001,044,067,067,001,066,032,032,009
440010303002014,0,088,067,001,044,067,067,001,067,032,032,009
440010303002015,254,088,067,001,044,067,067,001,067,032,032,009
440010303002016,19,088,067,001,044,067,067,001,067,032,032,009
440010303002017,4,088,067,001,044,067,067,001,067,032,032,009
440010303002018,75,088,067,001,044,067,067,001,067,032,032,009
440010303002019,0,088,067,001,044,067,067,001,067,032,032,009
440010303002020,31,088,067,001,044,067,067,001,067,032,032,009
440010303002021,17,088,067,001,044,067,067,001,067,032,032,009
440010303002022,30,088,067,001,044,067,067,001,067,032,032,009
440010303002023,7,088,067,001,044,067,067,001,067,032,032,009
440010303002024,15,088,067,001,044,067,067,001,067,032,032,009
440010303002025,20,088,067,001,044,067,067,001,067,032,032,009
440010303002026,95,088,067,001,044,067,067,001,067,032,032,009
440010303002027,19,088,067,001,044,067,067,001,067,032,032,009
440010303002028,17,088,067,001,044,067,067,001,067,032,032,009
440010303002029,25,088,067,001,044,067,067,001,067,032,032,009
440010303002030,21,088,067,001,044,067,067,001,067,032,032,009
440010303002031,40,088,067,001,044,067,067,001,067,032,032,009
440010303002032,51,088,067,001,044,067,067,001,067,032,032,009
440010303002033,83,088,067,001,044,067,067,001,067,032,032,009
440010303002034,72,088,067,001,044,067,067,001,067,032,032,009
440010303003000,247,087,067,001,044,067,067,001,066,032,032,009
440010303003001,11,087,067,001,044,067,067,001,066,032,032,009
440010303003002,0,087,067,001,044,067,067,001,066,032,032,009
440010303003003,9,087,067,001,044,067,067,001,066,032,032,009
440010303003004,0,087,067,001,044,067,067,001,066,032,032,009
440010303003005,0,087,067,001,044,067,067,001,066,032,032,009
440010303003006,69,087,067,001,044,067,067,001,066,032,032,009
440010303003007,0,087,067,001,044,067,067,001,066,032,032,009
440010303003008,157,087,067,001,044,067,067,001,066,032,032,009
440010303003009,0,087,067,001,044,067,067,001,066,032,032,009
440010303003010,0,087,067,001,044,067,067,001,066,032,032,009
440010303003011,50,087,067,001,044,067,067,001,066,032,032,009
440010303003012,253,087,067,001,044,067,067,001,066,032,032,009
440010303003013,70,087,067,001,044,067,067,001,066,032,032,009
440010303003014,10,087,067,001,044,067,067,001,066,032,032,009
440010303003015,45,087,067,001,044,067,067,001,066,032,032,009
440010303003016,66,087,067,001,044,067,067,001,066,032,032,009
440010303003017,89,087,067,001,044,067,067,001,066,032,032,009
440010303003018,226,087,067,001,044,067,067,001,066,032,032,009
440010303003019,51,087,067,001,044,067,067,001,066,032,032,009
440010303003020,26,087,067,001,044,067,067,001,066,032,032,009
440010303003021,28,087,067,001,044,067,067,001,066,032,032,009
440010303003022,17,087,067,001,044,067,067,001,066,032,032,009
440010303003023,36,087,067,001,044,067,067,001,066,032,032,009
440010303003024,25,087,067,001,044,067,067,001,066,032,032,009
440010303003025,20,087,067,001,044,067,067,001,066,032,032,009
440010304001000,0,088,067,001,044,067,067,001,067,032,032,009
440010304001001,27,088,066,001,044,066,066,001,066,032,032,009
440010304001002,15,088,066,001,044,066,066,001,066,032,032,009
440010304001003,0,088,066,001,044,066,066,001,066,032,032,009
440010304001004,89,088,066,001,044,066,066,001,066,032,032,009
440010304001005,147,088,067,001,044,067,067,001,066,032,032,009
440010304001006,76,088,066,001,044,066,066,001,066,032,032,009
440010304001007,19,088,067,001,044,067,067,001,066,032,032,009
440010304001008,44,088,066,001,044,066,066,001,066,032,032,009
440010304001009,6,088,066,001,044,066,066,001,066,032,032,009
440010304001010,76,088,066,001,044,066,066,001,066,032,032,009
440010304001011,96,088,066,001,044,066,066,001,066,032,032,009
440010304001012,1,088,067,001,044,067,067,001,066,032,032,009
440010304001013,0,088,067,001,044,067,067,001,066,032,032,009
440010304001014,0,088,067,001,044,067,067,001,066,032,032,009
440010304001015,53,088,067,001,044,067,067,001,066,032,032,009
440010304001016,59,088,066,001,044,066,066,001,066,032,032,009
440010304001017,0,088,066,001,044,066,066,001,066,032,032,009
440010304001018,101,088,066,001,044,066,066,001,066,032,032,009
440010304001019,60,088,066,001,044,066,066,001,066,032,032,009
440010304001020,17,088,066,001,044,066,066,001,066,032,032,009
440010304001021,48,088,066,001,044,066,066,001,066,032,032,009
440010304001022,92,088,066,001,044,066,066,001,066,032,032,009
440010304001023,7,088,066,001,044,066,066,001,066,032,032,009
440010304001024,31,088,066,001,044,066,066,001,066,032,032,009
440010304001025,27,088,066,001,044,066,066,001,066,032,032,009
440010304001026,16,088,066,001,044,066,066,001,066,032,032,009
440010304002000,41,088,067,001,044,067,067,001,066,032,032,009
440010304002001,104,088,067,001,044,067,067,001,066,032,032,009
440010304002002,32,088,066,001,044,066,066,001,066,032,032,009
440010304002003,27,088,066,001,044,066,066,001,066,032,032,009
440010304002004,86,088,066,001,044,066,066,001,066,032,032,009
440010304002005,75,088,066,001,044,066,066,001,066,032,032,009
440010304002006,30,088,066,001,044,066,066,001,066,032,032,009
440010304002007,0,088,066,001,044,066,066,001,066,032,032,009
440010304002008,15,088,067,001,044,067,067,001,066,032,032,009
440010304002009,88,088,067,001,044,067,067,001,066,032,032,009
440010304002010,38,088,067,001,044,067,067,001,066,032,032,009
440010304002011,34,088,067,001,044,067,067,001,066,032,032,009
440010304002012,39,088,066,001,044,066,066,001,066,032,032,009
440010304002013,48,088,067,001,044,067,067,001,066,032,032,009
440010304002014,58,088,067,001,044,067,067,001,066,032,032,009
440010304002015,40,088,067,001,044,067,067,001,066,032,032,009
440010304002016,24,088,067,001,044,067,067,001,066,032,032,009
440010304002017,24,088,067,001,044,067,067,001,066,032,032,009
440010304002018,48,088,067,001,044,067,067,001,066,032,032,009
440010304002019,112,088,067,001,044,067,067,001,066,032,032,009
440010304002020,44,088,067,001,044,067,067,001,066,032,032,009
440010304002021,200,088,067,001,044,067,067,001,066,032,032,009
440010304002022,36,088,067,001,044,067,067,001,066,032,032,009
440010304002023,64,088,067,001,044,067,067,001,066,032,032,009
440010304002024,13,088,067,001,044,067,067,001,066,032,032,009
440010304002025,40,088,067,001,044,067,067,001,066,032,032,009
440010304002026,200,088,067,001,044,067,067,001,066,032,032,009
440010304002027,11,088,067,001,044,067,067,001,066,032,032,009
440010304002028,0,088,067,001,044,067,067,001,066,032,032,009
440010304002029,0,088,067,001,044,067,067,001,066,032,032,009
440010304002030,38,088,067,001,044,067,067,001,066,032,032,009
440010304002031,0,088,067,001,044,067,067,001,066,032,032,009
440010304003000,460,088,066,001,044,066,066,001,066,032,032,009
440010304003001,28,088,066,001,044,066,066,001,066,032,032,009
440010304003002,24,088,066,001,044,066,066,001,066,032,032,009
440010304003003,31,088,066,001,044,066,066,001,066,032,032,009
440010304003004,0,088,066,001,044,066,066,001,066,032,032,009
440010304003005,23,088,066,001,044,066,066,001,066,032,032,009
440010304003006,23,088,066,001,044,066,066,001,066,032,032,009
440010304003007,37,088,066,001,044,066,066,001,066,032,032,009
440010304003008,9,088,066,001,044,066,066,001,066,032,032,009
440010304003009,22,088,066,001,044,066,066,001,066,032,032,009
440010304003010,0,088,066,001,044,066,066,001,066,032,032,009
440010304003011,19,088,066,001,044,066,066,001,066,032,032,009
440010304003012,48,088,066,001,044,066,066,001,066,032,032,009
440010304003013,115,088,066,001,044,066,066,001,066,032,032,009
440010304003014,29,088,066,001,044,066,066,001,066,032,032,009
440010304003015,8,088,066,001,044,066,066,001,066,032,032,009
440010304003016,14,088,066,001,044,066,066,001,066,032,032,009
440010304003017,4,088,066,001,044,066,066,001,066,032,032,009
440010304003018,22,088,066,001,044,066,066,001,066,032,032,009
440010304003019,43,088,066,001,044,066,066,001,066,032,032,009
440010304003020,68,088,066,001,044,066,066,001,066,032,032,009
440010304003021,17,088,066,001,044,066,066,001,066,032,032,009
440010304003022,17,088,066,001,044,066,066,001,066,032,032,009
440010304003023,17,088,066,001,044,066,066,001,066,032,032,009
440010304003024,12,088,066,001,044,066,066,001,066,032,032,009
440010304003025,30,088,066,001,044,066,066,001,066,032,032,009
440010304003026,0,088,066,001,044,066,066,001,066,032,032,009
440010304003027,0,088,066,001,044,066,066,001,066,032,032,009
440010304003028,0,088,067,001,044,067,067,001,066,032,032,009
440010304003029,61,088,067,001,044,067,067,001,066,032,032,009
440010304003030,40,088,066,001,044,066,066,001,066,032,032,009
440010304003031,0,088,066,001,044,066,066,001,066,032,032,009
440010305001000,0,089,067,001,045,067,067,001,067,010,010,010
440010305001001,36,089,067,001,045,067,067,001,067,010,010,010
440010305001002,21,089,067,001,045,067,067,001,067,010,010,010
440010305001003,1,089,067,001,045,067,067,001,067,010,010,010
440010305001004,47,089,067,001,045,067,067,001,067,010,010,010
440010305001005,37,089,067,001,045,067,067,001,067,010,010,010
440010305001006,45,089,067,001,045,067,067,001,067,010,010,010
440010305001007,35,089,067,001,045,067,067,001,067,010,010,010
440010305001008,65,089,067,001,045,067,067,001,067,010,010,010
440010305001009,0,089,067,001,045,067,067,001,067,010,010,010
440010305001010,0,089,067,001,045,067,067,001,067,010,010,010
440010305001011,37,089,067,001,045,067,067,001,067,010,010,010
440010305001012,69,089,067,001,045,067,067,001,067,010,010,010
440010305001013,31,089,067,001,045,067,067,001,067,010,010,010
440010305001014,45,089,067,001,045,067,067,001,067,010,010,010
440010305001015,41,089,067,001,045,067,067,001,067,010,010,010
440010305001016,33,089,067,001,045,067,067,001,067,010,010,010
440010305001017,57,089,067,001,045,067,067,001,067,010,010,010
440010305001018,86,089,067,001,045,067,067,001,067,010,010,010
440010305001019,58,089,067,001,045,067,067,001,067,010,010,010
440010305001020,16,089,067,001,045,067,067,001,067,010,010,010
440010305001021,0,089,067,001,045,067,067,001,067,010,010,010
440010305001022,2,089,067,001,045,067,067,001,067,010,010,010
440010305001023,20,089,067,001,045,067,067,001,067,010,010,010
440010305001024,26,089,067,001,045,067,067,001,067,010,010,010
440010305001025,36,089,067,001,045,067,067,001,067,010,010,010
440010305001026,6,089,067,001,045,067,067,001,067,010,010,010
440010305002000,1,089,067,001,046,067,067,001,067,010,010,010
440010305002001,0,089,067,001,046,067,067,001,067,010,010,010
440010305002002,50,089,067,001,046,067,067,001,067,010,010,010
440010305002003,73,089,067,001,046,067,067,001,067,010,010,010
440010305002004,62,089,067,001,046,067,067,001,067,010,010,010
440010305002005,60,089,067,001,046,067,067,001,067,010,010,010
440010305002006,0,089,067,001,046,067,067,001,067,010,010,010
440010305002007,79,089,067,001,046,067,067,001,067,010,010,010
440010305002008,108,089,067,001,045,067,067,001,067,010,010,010
440010305002009,156,089,067,001,045,067,067,001,067,010,010,010
440010305002010,56,089,067,001,045,067,067,001,067,010,010,010
440010305002011,24,089,067,001,045,067,067,001,067,010,010,010
440010305002012,33,089,067,001,045,067,067,001,067,010,010,010
440010305002013,29,089,068,001,045,068,068,001,067,010,010,010
440010305002014,26,089,068,001,045,068,068,001,067,010,010,010
440010305002015,10,089,068,001,045,068,068,001,067,010,010,010
440010305002016,53,089,068,001,045,068,068,001,067,010,010,010
440010305002017,19,089,068,001,045,068,068,001,067,010,010,010
440010305002018,35,089,067,001,045,067,067,001,067,010,010,010
440010305002019,42,089,067,001,045,067,067,001,067,010,010,010
440010305002020,57,089,067,001,046,067,067,001,067,010,010,010
440010305002021,52,089,067,001,046,067,067,001,067,010,010,010
440010305002022,34,089,067,001,046,067,067,001,067,010,010,010
440010305002023,25,089,067,001,046,067,067,001,067,010,010,010
440010305002024,32,089,067,001,045,067,067,001,067,010,010,010
440010305002025,7,089,067,001,045,067,067,001,067,010,010,010
440010305002026,0,089,067,001,045,067,067,001,067,010,010,010
440010305002027,8,089,068,001,045,068,068,001,067,010,010,010
440010305002028,13,089,067,001,045,067,067,001,067,010,010,010
440010305003000,83,089,067,001,045,067,067,001,067,010,010,010
440010305003001,37,089,067,001,045,067,067,001,067,010,010,010
440010305003002,0,089,067,001,045,067,067,001,067,010,010,010
440010305003003,0,089,067,001,045,067,067,001,067,010,010,010
440010305003004,77,089,067,001,045,067,067,001,067,010,010,010
